Name,original address,TypeFull,old text,Phone,Start Time,Day,Address,status,street,borough,zip,cb,cwz,lat,lon,BBL,Additional Information,Type,Open Range
COMPASSION HOUSE COMMUNITY DEVELOPMENT CORPORATION,"43 George St, Brooklyn, NY, 11206, USA",Food Pantry,ClosedOpens 9:00 AM undefined(718) 386-8151,(718) 386-8151,9:00 AM,No Info,"43 George St, Brooklyn, NY, 11206, USA",OK,43 GEORGE STREET,BROOKLYN,11206,304,BK1,40.701146,-73.931725,3031530031,,Food Pantry,Morning
ST. MICHAEL'S CHURCH,"225 W 99th St, New York, New York, 10025",Soup Kitchen,ClosedOpens 10:00 AM Sat(212) 222-2700,(212) 222-2700,10:00 AM,Sat,"225 W 99th St, New York, New York, 10025",OK,225 WEST   99 STREET,MANHATTAN,10025,107,MN5,40.796267,-73.969586,1018710029,,Soup Kitchen,Morning
BOROUGH COMMUNITY ACTION NETWORK HARLEM (FP),"304 W 154th St, New York, NY, 10039, USA",Food Pantry,ClosedOpens 12:00 PM Fri,,12:00 PM,Fri,"304 W 154th St, New York, NY, 10039, USA",OK,304 WEST  154 STREET,MANHATTAN,10039,110,MN7,40.828621,-73.938098,1020470012,,Food Pantry,Noon
NEW COVENANT COMMUNITY CORP (FP) (NCCDC ELG PANTRY) ,"1240 Edward L Grant Hwy, Bronx, NY, 10452, USA",Food Pantry,ClosedOpens 11:00 AM Mon(718) 328-6072,(718) 328-6072,11:00 AM,Mon,"1240 Edward L Grant Hwy, Bronx, NY, 10452, USA",OK,1240 EDWARD L GRANT HIGHWAY,BRONX,10452,204,BX1,40.836799,-73.922305,2028710002,,Food Pantry,Noon
CONVENT AVENUE BAPTIST CHURCH,"425 W 144th St, New York, New York, 10031",Food Pantry,ClosedOpens 9:00 AM Mon(646) 698-5102,(646) 698-5102,9:00 AM,Mon,"425 W 144th St, New York, New York, 10031",OK,425 WEST  144 STREET,MANHATTAN,10031,109,MN7,40.823821,-73.94633,1020500037,,Food Pantry,Morning
WOODYCREST UNITED METHODIST CHURCH,"89 W 166th St, Bronx, New York, 10452",Soup Kitchen,ClosedOpens 12:00 PM Wed(718) 538-7500,(718) 538-7500,12:00 PM,Wed,"89 W 166th St, Bronx, New York, 10452",OK,89 WEST  166 STREET,BRONX,10452,204,BX1,40.83519,-73.926528,2025130038,,Soup Kitchen,Noon
ALL MY CHILDREN FP,"175-44 Mayfield Rd, Jamaica, NY 11432",Food Pantry,ClosedOpens 11:00 AM Tue(718) 825-2566,(718) 825-2566,11:00 AM,Tue,"175-44 Mayfield Rd, Jamaica, NY 11432",OK,175-44 MAYFIELD ROAD,QUEENS,11432,408,QN3,40.716221,-73.789783,4098900020,,Food Pantry,Noon
GURU SEVA HIDU MILAN MANDIR CULTURAL GROUP (FP),"3201 Bruckner Blvd, Bronx, NY, 10461, USA",Food Pantry,ClosedOpens 11:00 AM Sat(347) 951-5669,(347) 951-5669,11:00 AM,Sat,"3201 Bruckner Blvd, Bronx, NY, 10461, USA",OK,3201 BRUCKNER BOULEVARD,BRONX,10461,210,BX2,40.83893,-73.825925,2053620001,,Food Pantry,Noon
JAMAICA HISPANIC SEVENTH DAY ADVENTIST CHURCH,"88-28 161st St, Jamaica, New York, 11432",Food Pantry,ClosedOpens 8:00 AM Sun(718) 736-5291,(718) 736-5291,8:00 AM,Sun,"88-28 161st St, Jamaica, New York, 11432",OK,88-28 161 STREET,QUEENS,11432,412,QN4,40.707562,-73.800699,4097640075,,Food Pantry,Morning
MASJID MASJID OMAR ABDEL AZIZ,"88-29 161st St, Jamaica, NY, 11432, USA",Food Pantry - Halal,ClosedOpens 3:00 PM Wed(718) 541-8485,(718) 541-8485,3:00 PM,Wed,"88-29 161st St, Jamaica, NY, 11432, USA",OK,88-29 161 STREET,QUEENS,11432,412,QN4,40.707567,-73.800677,4097670019,Halal,Food Pantry,Afternoon
ADVENT LUTHERAN CHURCH,"2504 Broadway, New York, New York, 10025",Food PantrySoup Kitchen,ClosedOpens 10:00 AM Sat(212) 665-2504,(212) 665-2504,10:00 AM,Sat,"2504 Broadway, New York, New York, 10025",OK,2504 BROADWAY,MANHATTAN,10025,107,MN5,40.792848,-73.973084,1012410020,,Food Pantry,Morning
JAMAICA SEVENTH DAY ADVENTIST CHURCH (FP),"88-28 163rd St, Jamaica, New York, 11432",Food Pantry,ClosedOpens 9:30 AM Sun(718) 658-9784,(718) 658-9784,9:30 AM,Sun,"88-28 163rd St, Jamaica, New York, 11432",OK,88-28 163 STREET,QUEENS,11432,412,QN4,40.708105,-73.798948,4097680044,,Food Pantry,Morning
SOUP KITCHEN/COMMUNITY LUNCH,"601 W 114th St, New York, New York, 10025",Soup Kitchen,ClosedOpens 12:30 PM Fri(212) 854-6310,(212) 854-6310,12:30 PM,Fri,"601 W 114th St, New York, New York, 10025",OK,601 WEST  114 STREET,MANHATTAN,10025,109,MN7,40.806822,-73.965102,1018960020,,Soup Kitchen,Noon
TRINITY HUMAN SERVICE CORPORATION,"153 Johnson Ave, Brooklyn, NY, 11206, USA",Food Pantry,ClosedOpens 1:00 PM Thu(718) 388-3176,(718) 388-3176,1:00 PM,Thu,"153 Johnson Ave, Brooklyn, NY, 11206, USA",OK,153 JOHNSON AVENUE,BROOKLYN,11206,301,BK1,40.706527,-73.943947,3030610010,,Food Pantry,Afternoon
BROADWAY COMMUNITY ,"601 W 114th St, New York, New York, 10025",Food PantrySoup Kitchen,ClosedOpens 2:00 PM Thu(212) 864-6100,(212) 864-6100,2:00 PM,Thu,"601 W 114th St, New York, New York, 10025",OK,601 WEST  114 STREET,MANHATTAN,10025,109,MN7,40.806822,-73.965102,1018960020,,Food Pantry,Afternoon
UPPER MANHATTAN MENTAL HEALTH CENTER,"1727 Amsterdam Ave, New York, New York, 10031",Food Pantry,OpenCloses 2:00 PM(212) 694-9200,(212) 694-9200,2:00 PM,No Info,"1727 Amsterdam Ave, New York, New York, 10031",OK,1727 AMSTERDAM AVENUE,MANHATTAN,10031,109,MN7,40.825507,-73.947395,1020600001,,Food Pantry,Afternoon
COMMUNITY IMPACT,"616 W 114th St, New York, New York, 10025",Food Pantry,OpenCloses 2:00 PM(212) 854-6310,(212) 854-6310,2:00 PM,No Info,"616 W 114th St, New York, New York, 10025",OK,616 WEST  114 STREET,MANHATTAN,10025,109,MN7,40.807136,-73.965897,1018950067,,Food Pantry,Afternoon
YMCA COMMUNITY MARKET - NORTH BROOKLYN YMCA,"570 Jamaica Ave, Brooklyn, New York, 11208",Food Pantry,ClosedOpens 12:00 PM Tue(212) 912-2230,(212) 912-2230,12:00 PM,Tue,"570 Jamaica Ave, Brooklyn, New York, 11208",OK,570 JAMAICA AVENUE,BROOKLYN,11208,305,BK3,40.685115,-73.882715,3039120024,,Food Pantry,Noon
RIVERSIDE CHURCH FOOD PANTRY (FP),"91 Claremont Ave, New York, New York, 10027",Food Pantry,OpenCloses 1:00 PM(212) 870-6733,(212) 870-6733,1:00 PM,No Info,"91 Claremont Ave, New York, New York, 10027",OK,91 CLAREMONT AVENUE,MANHATTAN,10027,109,MN7,40.811452,-73.962701,1019910031,,Food Pantry,Afternoon
CONGREGATION B'NAI JESHURUN,"257 W 88th St, New York, New York, 10024",Soup Kitchen - Kosher,OpenCloses 1:00 PM(212) 787-7600,(212) 787-7600,1:00 PM,No Info,"257 W 88th St, New York, New York, 10024",OK,257 WEST   88 STREET,MANHATTAN,10024,107,MN5,40.789945,-73.976302,1012360005,Kosher,Soup Kitchen,Afternoon
MORNING STAR FULL GOSPEL ASSEMBLY (FP),"464 E Tremont Ave, Bronx, NY, 10457, USA",Food Pantry,ClosedOpens 4:00 PM Wed(718) 294-6020,(718) 294-6020,4:00 PM,Wed,"464 E Tremont Ave, Bronx, NY, 10457, USA",OK,464 EAST TREMONT AVENUE,BRONX,10457,206,BX1,40.847084,-73.898377,2029090024,,Food Pantry,Afternoon
WESTSIDE CAMPAIGN AGAINST HUNGER,"263 W 86th St, New York, New York, 10024",Food Pantry,OpenCloses 1:00 PM(212) 362-3662,(212) 362-3662,1:00 PM,No Info,"263 W 86th St, New York, New York, 10024",OK,263 WEST   86 STREET,MANHATTAN,10024,107,MN5,40.788672,-73.977332,1012347502,,Food Pantry,Afternoon
BLESSED SACRAMENT CHURCH (BKLYN),"198 Euclid Ave, Brooklyn, NY, 11208, USA",Food Pantry,ClosedOpens 9:30 AM Wed(718) 827-1200,(718) 827-1200,9:30 AM,Wed,"198 Euclid Ave, Brooklyn, NY, 11208, USA",OK,198 EUCLID AVENUE,BROOKLYN,11208,305,BK3,40.683835,-73.874299,3041280044,,Food Pantry,Morning
ST. IGNATIUS EPISCOPAL CHURCH,"552 W End Ave, New York, New York, 10024",Soup Kitchen,ClosedOpens 3:45 PM Sat(212) 580-3326,(212) 580-3326,3:45 PM,Sat,"552 W End Ave, New York, New York, 10024",OK,552 WEST END AVENUE,MANHATTAN,10024,107,MN5,40.789358,-73.977494,1012340061,,Soup Kitchen,Afternoon
CITY HARVEST MOBILE MARKET - PRINCE HALL,"454 W 155th St, New York, New York, 10032",Food Pantry - Mobile,ClosedOpens 9:30 AM Sat(646) 412-0740,(646) 412-0740,9:30 AM,Sat,"454 W 155th St, New York, New York, 10032",OK,454 WEST  155 STREET,MANHATTAN,10032,109,MN7,40.831134,-73.941966,1020680071,Mobile,Food Pantry,Morning
THE SALVATION ARMY JAMAICA CITADEL CORPS,"90 E 161st St, Bronx, NY, 10451, USA",Food PantrySoup Kitchen,OpenCloses 1:00 PM(718) 297-4860,(718) 297-4860,1:00 PM,No Info,"90 E 161st St, Bronx, NY, 10451, USA",OK,90 EAST  161 STREET,BRONX,10451,204,BX1,40.827355,-73.924445,2024740046,,Food Pantry,Afternoon
METRO MINISTRIES INTERNATIONAL,"871 Bushwick Ave, Brooklyn, New York, 11221",Food Pantry - Mobile,ClosedOpens 10:30 AM Sat(718) 453-3352,(718) 453-3352,10:30 AM,Sat,"871 Bushwick Ave, Brooklyn, New York, 11221",OK,871 BUSHWICK AVENUE,BROOKLYN,11221,304,BK1,40.693753,-73.925746,3032747501,Mobile,Food Pantry,Morning
FAMILY INTEGRATION MINISTRY FOOD PANTRY,"1875 Amsterdam Ave, New York, New York, 10031",Food Pantry,OpenCloses 2:00 PM(347) 459-4445,(347) 459-4445,2:00 PM,No Info,"1875 Amsterdam Ave, New York, New York, 10031",OK,1875 AMSTERDAM AVENUE,MANHATTAN,10031,109,MN7,40.830106,-73.94403,1020670063,,Food Pantry,Afternoon
MOSAIC BEACON COMMUNITY CENTER (FP),"1257 Ogden Ave, Bronx, New York, 10452",Food Pantry,ClosedOpens 3:00 PM Fri(917) 962-9955,(917) 962-9955,3:00 PM,Fri,"1257 Ogden Ave, Bronx, New York, 10452",OK,1257 OGDEN AVENUE,BRONX,10452,204,BX1,40.839378,-73.925714,2025290081,,Food Pantry,Afternoon
FIRST PRESBYTERIAN CHURCH OF JAMAICA,"89-60 164th St, Jamaica, New York, 11432",Food PantrySoup Kitchen,ClosedOpens 9:00 AM Sat(718) 526-4775,(718) 526-4775,9:00 AM,Sat,"89-60 164th St, Jamaica, New York, 11432",OK,89-60 164 STREET,QUEENS,11432,412,QN4,40.707053,-73.796924,4097930086,,Food Pantry,Morning
THE OZONE PARK PANTRY (FP),"83-10 Rockaway Blvd, Ozone Park, New York, 11416",Food Pantry,ClosedOpens 10:30 AM Sat(646) 851-0885,(646) 851-0885,10:30 AM,Sat,"83-10 Rockaway Blvd, Ozone Park, New York, 11416",OK,83-10 ROCKAWAY BOULEVARD,QUEENS,11416,409,QN4,40.683768,-73.85688,4090180071,,Food Pantry,Morning
AIDS CENTER OF QUEENS COUNTY (JAMAICA),"161-21 Jamaica Ave, Jamaica, New York, 11432",Food Pantry - HIV Customers,ClosedOpens 8:30 AM undefined(718) 896-2500,(718) 896-2500,8:30 AM,No Info,"161-21 Jamaica Ave, Jamaica, New York, 11432",OK,161-21 JAMAICA AVENUE,QUEENS,11432,412,QN4,40.704249,-73.797921,4097607501,HIV Customers,Food Pantry,Morning
TABERNACLE OF PRAYER,"90-07 Merrick Blvd, Jamaica, New York, 11432",Food Pantry,ClosedOpens 10:00 AM Wed(718) 657-4210,(718) 657-4210,10:00 AM,Wed,"90-07 Merrick Blvd, Jamaica, New York, 11432",OK,90-07 MERRICK BOULEVARD,QUEENS,11432,412,QN4,40.707082,-73.794785,4097960053,,Food Pantry,Morning
FAITH ASSEMBLY COMMUNITY OUTREACH,"120-13 101st Ave, South Richmond Hill, NY, 11419, USA",Food Pantry,ClosedOpens 10:00 AM Sat(718) 849-5277,(718) 849-5277,10:00 AM,Sat,"120-13 101st Ave, South Richmond Hill, NY, 11419, USA",OK,120-13 101 AVENUE,QUEENS,11419,409,QN4,40.690325,-73.824719,4094600028,,Food Pantry,Morning
THE SALVATION ARMY BUSHWICK CORPS,"1151 Bushwick Ave, Brooklyn, New York, 11221",Food PantrySoup Kitchen,OpenCloses 12:30 PM(718) 455-4102,(718) 455-4102,12:30 PM,No Info,"1151 Bushwick Ave, Brooklyn, New York, 11221",OK,1151 BUSHWICK AVENUE,BROOKLYN,11221,304,BK1,40.689133,-73.917483,3033740001,,Food Pantry,Noon
COLLECTIVE FOCUS FOOD JUSTICE PANTRY PROGRAM,"1046 Broadway, Brooklyn, NY, 11221, USA",Food Pantry,ClosedOpens 1:00 PM Tue(724) 584-8501,(724) 584-8501,1:00 PM,Tue,"1046 Broadway, Brooklyn, NY, 11221, USA",OK,1046 BROADWAY,BROOKLYN,11221,303,BK1,40.695146,-73.932002,3015930037,,Food Pantry,Afternoon
THE COMMUNITY FOOD PANTRY,"1363 Ogden Ave, Bronx, New York, 10452",Food Pantry - Halal,OpenCloses 3:00 PM(718) 960-2262,(718) 960-2262,3:00 PM,No Info,"1363 Ogden Ave, Bronx, New York, 10452",OK,1363 OGDEN AVENUE,BRONX,10452,204,BX1,40.84168,-73.924725,2025350026,Halal,Food Pantry,Afternoon
THURSTON MEMORIAL OUTREACH MINISTRIES,"1243 Bushwick Ave, Brooklyn, New York, 11221",Food Pantry,ClosedOpens 2:00 PM Fri(718) 452-3646,(718) 452-3646,2:00 PM,Fri,"1243 Bushwick Ave, Brooklyn, New York, 11221",OK,1243 BUSHWICK AVENUE,BROOKLYN,11221,304,BK1,40.687578,-73.914749,3033950001,,Food Pantry,Afternoon
NATIONAL COUNCIL OF JEWISH WOMEN,"241 W 72nd St, New York, New York, 10023",Food PantrySoup Kitchen,ClosedOpens 11:30 AM Sun(212) 799-7205,(212) 799-7205,11:30 AM,Sun,"241 W 72nd St, New York, New York, 10023",OK,241 WEST   72 STREET,MANHATTAN,10023,107,MN5,40.779242,-73.983105,1011640015,,Food Pantry,Noon
ASH-SHIFAA INC FP,"2269 Crotona Ave, Bronx, New York, 10457",Food Pantry,ClosedOpens 1:00 PM Thu(646) 353-0859,(646) 353-0859,1:00 PM,Thu,"2269 Crotona Ave, Bronx, New York, 10457",OK,2269 CROTONA AVENUE,BRONX,10457,206,BX1,40.851361,-73.885137,2031010013,,Food Pantry,Afternoon
GRAND CENTRAL NEIGHBORHOOD SOCIAL SERVICE CORP.,"120 E 32nd St, New York, NY, 10016, USA",Food PantrySoup Kitchen,OpenCloses 1:30 PM(212) 883-0680,(212) 883-0680,1:30 PM,No Info,"120 E 32nd St, New York, NY, 10016, USA",OK,120 EAST   32 STREET,MANHATTAN,10016,105,MN3,40.745377,-73.981306,1008870087,,Food Pantry,Afternoon
COMMUNITY LEAGUE OF THE HEIGHTS (FP),"508 W 159th St, New York, NY, 10032, USA",Food Pantry,ClosedOpens 9:00 AM Sat(212) 795-4779,(212) 795-4779,9:00 AM,Sat,"508 W 159th St, New York, NY, 10032, USA",OK,508 WEST  159 STREET,MANHATTAN,10032,112,MN7,40.834304,-73.941595,1021170031,,Food Pantry,Morning
OPEN DOOR FAMILY LIFE CENTER INC,"999 Greene Ave, Brooklyn, New York, 11221",Food Pantry,ClosedOpens 8:30 AM Sat(718) 455-3545,(718) 455-3545,8:30 AM,Sat,"999 Greene Ave, Brooklyn, New York, 11221",OK,999 GREENE AVENUE,BROOKLYN,11221,303,BK1,40.691179,-73.927066,3016180045,,Food Pantry,Morning
"FAITH CENTER FOR HUMAN SERVICES, INC","1014 Gates Ave, Brooklyn, New York, 11221",Food PantrySoup Kitchen,ClosedOpens 9:30 AM Sat(646) 431-9729,(646) 431-9729,9:30 AM,Sat,"1014 Gates Ave, Brooklyn, New York, 11221",OK,1014 GATES AVENUE,BROOKLYN,11221,303,BK1,40.689341,-73.92331,3014800019,,Food Pantry,Morning
PRESBYTERIAN CHURCH OF THE CROSSROADS,"133 Elton St, Brooklyn, New York, 11208",Food Pantry,ClosedOpens 10:00 AM Wed(646) 322-3992,(646) 322-3992,10:00 AM,Wed,"133 Elton St, Brooklyn, New York, 11208",OK,133 ELTON STREET,BROOKLYN,11208,305,BK3,40.680396,-73.884779,3039410001,,Food Pantry,Morning
"SOUTHSIDE UNITED H.D.F.C., INC - LOS SURES","145 S 3rd St, Brooklyn, New York, 11211",Food Pantry,ClosedOpens 9:00 AM Tue(718) 599-1940,(718) 599-1940,9:00 AM,Tue,"145 S 3rd St, Brooklyn, New York, 11211",OK,145 SOUTH    3 STREET,BROOKLYN,11211,301,BK1,40.712279,-73.961844,3024180040,,Food Pantry,Morning
FAMILY SERVICE NETWORK OF N.Y. INC,"1420 Bushwick Ave, Brooklyn, New York, 11207",Food Pantry,"ClosedOpens 9:00 AM Mon(718) 455-6010,6151","(718) 455-6010,6151",9:00 AM,Mon,"1420 Bushwick Ave, Brooklyn, New York, 11207",OK,1420 BUSHWICK AVENUE,BROOKLYN,11207,304,BK1,40.684318,-73.909056,3034440022,,Food Pantry,Morning
ST. PAUL'S HOUSE INC.,"335 W 51st St, New York, New York, 10019",Food PantrySoup Kitchen,ClosedOpens 8:00 AM Fri(212) 265-5433,(212) 265-5433,8:00 AM,Fri,"335 W 51st St, New York, New York, 10019",OK,335 WEST   51 STREET,MANHATTAN,10019,104,MN5,40.76343,-73.986853,1010420015,,Food Pantry,Morning
ST. EDMUNDS YOUTH PROGRAM INC,"1905 Morris Ave, Bronx, New York, 10453",Food Pantry,OpenCloses 2:00 PM(718) 466-9370,(718) 466-9370,2:00 PM,No Info,"1905 Morris Ave, Bronx, New York, 10453",OK,1905 MORRIS AVENUE,BRONX,10453,205,BX1,40.849902,-73.907951,2028280037,,Food Pantry,Afternoon
MUNA SOCIAL SERVICES BAITUN NOOR MASJID (FPH),"88-19 Liberty Ave, Ozone Park, NY, 11417, USA",Food Pantry,ClosedOpens 4:00 PM Thu(212) 920-6202,(212) 920-6202,4:00 PM,Thu,"88-19 Liberty Ave, Ozone Park, NY, 11417, USA",OK,88-19 LIBERTY AVENUE,QUEENS,11417,410,QN4,40.679917,-73.850399,4091080016,,Food Pantry,Afternoon
TRANSFIGURATION CHURCH (FP),"280 Marcy Ave, Brooklyn, New York, 11211",Food Pantry,ClosedOpens 9:00 AM Tue(718) 782-8181,(718) 782-8181,9:00 AM,Tue,"280 Marcy Ave, Brooklyn, New York, 11211",OK,280 MARCY AVENUE,BROOKLYN,11211,301,BK1,40.705055,-73.955919,3022060034,,Food Pantry,Morning
JEWISH COMMUNITY COUNCIL OF PELHAM PARKWAY,"2157 Holland Ave, Bronx, New York, 10462",Food Pantry - Kosher,OpenCloses 3:00 PM(718) 792-4744,(718) 792-4744,3:00 PM,No Info,"2157 Holland Ave, Bronx, New York, 10462",OK,2157 HOLLAND AVENUE,BRONX,10462,211,BX2,40.855218,-73.86574,2043190045,Kosher,Food Pantry,Afternoon
CITY HARVEST - BED-STUY MOBILE MARKET,"736 Park Ave, Brooklyn, NY, 11206, USA",Food Pantry - Mobile,ClosedOpens 9:30 AM Wed(646) 412-0740,(646) 412-0740,9:30 AM,Wed,"736 Park Ave, Brooklyn, NY, 11206, USA",OK,736 PARK AVENUE,BROOKLYN,11206,303,BK1,40.697972,-73.946128,3017400001,Mobile,Food Pantry,Morning
MUNA SOCIAL SERVICE INC (FPH),"1033 Glenmore Ave, Brooklyn, New York, 11208",Food Pantry,ClosedOpens 3:00 PM Wed(347) 400-2644,(347) 400-2644,3:00 PM,Wed,"1033 Glenmore Ave, Brooklyn, New York, 11208",OK,1033 GLENMORE AVENUE,BROOKLYN,11208,305,BK3,40.676735,-73.871857,3041950040,,Food Pantry,Afternoon
ZION TABERNACLE F.B.H. CHURCH,105-01 107 AV,Food Pantry,ClosedOpens 1:00 PM Tue(718) 717-9993,(718) 717-9993,1:00 PM,Tue,105-01 107 AV,OK,105-01 107 AVENUE,QUEENS,11417,410,QN4,40.68097,-73.835301,4095280035,,Food Pantry,Afternoon
MACEDONIA AME CHURCH,"106-16 Guy R Brewer Blvd, Jamaica, New York, 11433",Food PantrySoup Kitchen,ClosedOpens 7:00 AM Mon(718) 353-5870,(718) 353-5870,7:00 AM,Mon,"106-16 Guy R Brewer Blvd, Jamaica, New York, 11433",OK,106-16 GUY R BREWER BOULEVARD,QUEENS,11433,412,QN4,40.699328,-73.793276,4101290013,,Food Pantry,Morning
THE GAMBIAN YOUTH ORGANIZATION FOOD PANTRY (FP),"214 E 181st St, Bronx, New York, 10457",Food Pantry,ClosedOpens 2:00 PM Sun(646) 470-6330,(646) 470-6330,2:00 PM,Sun,"214 E 181st St, Bronx, New York, 10457",OK,214 EAST  181 STREET,BRONX,10457,205,BX1,40.85442,-73.900986,2031560141,,Food Pantry,Afternoon
ST. SIMON STOCK FOOD PANTRY (FP),"2195 Valentine Ave, Bronx, NY, 10457, USA",Food Pantry,ClosedOpens 9:00 AM Fri(718) 367-1251,(718) 367-1251,9:00 AM,Fri,"2195 Valentine Ave, Bronx, NY, 10457, USA",OK,2195 VALENTINE AVENUE,BRONX,10457,205,BX1,40.854893,-73.898983,2031490140,,Food Pantry,Morning
ST. CLEMENTS FOOD PANTRY (FP),"423 W 46th St, New York, New York, 10036",Food Pantry,ClosedOpens 2:00 PM Fri(212) 246-7277,(212) 246-7277,2:00 PM,Fri,"423 W 46th St, New York, New York, 10036",OK,423 WEST   46 STREET,MANHATTAN,10036,104,MN5,40.761355,-73.991607,1010560022,,Food Pantry,Afternoon
ISAIAH'S TEMPLE OF MT. HOPE,"862 Glenmore Ave, Brooklyn, New York, 11208",Food PantrySoup Kitchen,ClosedOpens 2:00 PM Thu(718) 277-4038,(718) 277-4038,2:00 PM,Thu,"862 Glenmore Ave, Brooklyn, New York, 11208",OK,862 GLENMORE AVENUE,BROOKLYN,11208,305,BK3,40.6758,-73.878215,3040080013,,Food Pantry,Afternoon
SOLID ROCK BAPTIST CHURCH,"120 Tompkins Ave, Brooklyn, New York, 11206",Food Pantry,ClosedOpens 9:00 AM Mon(718) 384-8764,(718) 384-8764,9:00 AM,Mon,"120 Tompkins Ave, Brooklyn, New York, 11206",OK,120 TOMPKINS AVENUE,BROOKLYN,11206,303,BK1,40.695189,-73.946279,3017550046,,Food Pantry,Morning
DAVIDSON COMMUNITY CENTER INC (FP),"2038 Davidson Ave, Bronx, New York, 10453",Food Pantry,ClosedOpens 5:00 PM Fri(718) 731-6360,(718) 731-6360,5:00 PM,Fri,"2038 Davidson Ave, Bronx, New York, 10453",OK,2038 DAVIDSON AVENUE,BRONX,10453,205,BX1,40.853537,-73.908741,2028630028,,Food Pantry,Afternoon
ST. STEPHEN OUTREACH COMMUNITY DEVELOPMENT CORPORATION,"874 Myrtle Ave, Brooklyn, New York, 11206",Food PantrySoup Kitchen,OpenCloses 1:00 PM(718) 938-4532,(718) 938-4532,1:00 PM,No Info,"874 Myrtle Ave, Brooklyn, New York, 11206",OK,874 MYRTLE AVENUE,BROOKLYN,11206,303,BK1,40.695579,-73.947375,3017550032,,Food Pantry,Afternoon
LAS MARAVILLAS DEL EXODO,"302 Elton St, Brooklyn, New York, 11208",Food Pantry,ClosedOpens 9:00 AM Wed(347) 691-8340,(347) 691-8340,9:00 AM,Wed,"302 Elton St, Brooklyn, New York, 11208",OK,302 ELTON STREET,BROOKLYN,11208,305,BK3,40.675836,-73.883943,3039850020,,Food Pantry,Morning
THORPE FAMILY RESIDENCE,"406 E 184th St, Bronx, New York, 10458",Food Pantry,ClosedOpens 7:30 AM Wed(718) 295-2550,(718) 295-2550,7:30 AM,Wed,"406 E 184th St, Bronx, New York, 10458",OK,406 EAST  184 STREET,BRONX,10458,206,BX1,40.856646,-73.894993,2030310007,,Food Pantry,Morning
CALVARY UNITED METHODIST CHURCH FOOD PANTRY (FP),"1885 University Ave, Bronx, NY, 10453, USA",Food Pantry,ClosedOpens 11:00 AM Fri(718) 299-4732,(718) 299-4732,11:00 AM,Fri,"1885 University Ave, Bronx, NY, 10453, USA",OK,1885 UNIVERSITY AVENUE,BRONX,10453,205,BX1,40.852536,-73.913333,2028790035,,Food Pantry,Noon
"TRINITY'S SERVICES AND FOOD FOR THE HOMELESS, INC.","602 E 9th St, New York, New York, 10009",Food PantrySoup Kitchen,ClosedOpens 12:30 PM Thu(212) 228-5254,(212) 228-5254,12:30 PM,Thu,"602 E 9th St, New York, New York, 10009",OK,602 EAST    9 STREET,MANHATTAN,10009,103,MN2,40.726125,-73.979984,1003910007,,Food Pantry,Noon
ST. PAUL PENTECOSTAL CHURCH,"133 Thomas S Boyland St, Brooklyn, New York, 11233",Food Pantry,ClosedOpens 11:00 AM Sat(917) 604-9644,(917) 604-9644,11:00 AM,Sat,"133 Thomas S Boyland St, Brooklyn, New York, 11233",OK,133 THOMAS S BOYLAND STREET,BROOKLYN,11233,316,BK3,40.680306,-73.913947,3015270004,,Food Pantry,Noon
"SANTANA & VARGAS CHARITIES, INC","576 Willoughby Ave, Brooklyn, NY, 11206, USA",Food Pantry,ClosedOpens 12:00 PM Sat(718) 855-4592,(718) 855-4592,12:00 PM,Sat,"576 Willoughby Ave, Brooklyn, NY, 11206, USA",OK,576 WILLOUGHBY AVENUE,BROOKLYN,11206,303,BK1,40.69416,-73.946633,3017670037,,Food Pantry,Noon
GAY MEN'S HEALTH CRISIS (FPHA),"307 W 38th St, New York, New York, 10018",Food Pantry - HIV Customers,OpenCloses 2:00 PM(212) 367-1200,(212) 367-1200,2:00 PM,No Info,"307 W 38th St, New York, New York, 10018",OK,307 WEST   38 STREET,MANHATTAN,10018,104,MN5,40.754946,-73.992175,1007627503,HIV Customers,Food Pantry,Afternoon
"CHRIST APOSTOLIC CHURCH OF AMERICA, INC (FP)","108-02 Sutphin Blvd, Jamaica, New York, 11435",Food Pantry,ClosedOpens 9:00 AM Sat(718) 658-8981,(718) 658-8981,9:00 AM,Sat,"108-02 Sutphin Blvd, Jamaica, New York, 11435",OK,108-02 SUTPHIN BOULEVARD,QUEENS,11435,412,QN4,40.692985,-73.79938,4119460119,,Food Pantry,Morning
NORTHEAST BROOKLYN HOUSING DEVELOPMENT CORPORATION (83344),"376 Throop Ave, Brooklyn, New York, 11221",Food Pantry,ClosedOpens 10:00 AM Sat(718) 453-9490,(718) 453-9490,10:00 AM,Sat,"376 Throop Ave, Brooklyn, New York, 11221",OK,376 THROOP AVENUE,BROOKLYN,11221,303,BK1,40.691342,-73.942618,3017860038,,Food Pantry,Morning
ST. PHILIP'S CHRISTIAN CHURCH,"765 Lafayette Ave, Brooklyn, New York, 11221",Food Pantry,OpenCloses 2:00 PM(718) 453-0691,(718) 453-0691,2:00 PM,No Info,"765 Lafayette Ave, Brooklyn, New York, 11221",OK,765 LAFAYETTE AVENUE,BROOKLYN,11221,303,BK1,40.690949,-73.942095,3017870001,,Food Pantry,Afternoon
